	x [mm]	y [mm]	Mismatch 400-500 nm	Mismatch 500-600 nm	Mismatch 600-700 nm	Mismatch 700-800 nm	Mismatch 800-900 nm	Mismatch 900-1100 nm
0	0.0	0.0	0.349933	0.963332	1.542249	1.092039	0.823544	1.223137
