	x [mm]	y [mm]	Ratio 400-500 nm [%]	Ratio 500-600 nm [%]	Ratio 600-700 nm [%]	Ratio 700-800 nm [%]	Ratio 800-900 nm [%]	Ratio 900-1100 nm [%]
0	0.0	0.0	6.438758551826546	19.170311711307097	28.377384368270437	16.27138018153625	10.294294027485074	19.447871159574575
