Time [s]	x [mm]	y [mm]	Wavelength Intervall [nm]	Integrated Intensity [A.U.]
5.051138699999683	0.0	0.0	400-500	5.115813333333333
5.051138699999683	0.0	0.0	500-600	15.231466666666666
5.051138699999683	0.0	0.0	600-700	22.546799999999998
5.051138699999683	0.0	0.0	700-800	12.928166666666666
