	x [mm]	y [mm]	Ratio 400-500 nm [%]	Ratio 500-600 nm [%]	Ratio 600-700 nm [%]	Ratio 700-800 nm [%]	Ratio 800-900 nm [%]	Ratio 900-1100 nm [%]
0	0.0	0.0	2.5488325587785083	7.416012661667737	12.492958361946458	11.81775286259539	19.639867245180646	46.08457630983126
