Time [s]	Voltage [V]	Current [A]	Temporal Instability (STI) [%]
0.20766349998302758	1.010089	0.0	
0.2966718999668956	1.010093	0.0	0.000198001962194
0.3854058000142686	1.010135	0.0	0.002078973264409
0.4787699999869801	1.010144	0.0	0.000445483024866
0.5684926999965683	1.010085	0.0	0.002920460997245
0.6578878000145778	1.010093	0.0	0.000396004708496
0.751289599982556	1.01009	0.0	0.000148501398139
0.8409976999973878	1.010082	0.0	0.000396005884648
0.9305459999595769	1.010085	0.0	0.000148502574291
1.0235560999717563	1.010086	0.0	4.95007600910902E-05
1.1124842999852262	1.010074	0.0	0.000594012355463
1.2012970999930985	1.010068	0.0	0.00029700882413
1.2908079999615438	1.010068	0.0	0
1.380336800008081	1.010069	0.0	4.95015932156967E-05
1.4699872999917716	1.010072	0.0	0.000148504485577
1.5610102000064217	1.010073	0.0	4.9501397172863E-05
1.6535248999716714	1.0101	0.0	0.001336519199098
1.7423499000142328	1.010103	0.0	0.000148499927976
1.8313868999830447	1.010113	0.0	0.000494996574627
1.925538300012704	1.010086	0.0	0.00133650199807
2.0142856999882497	1.010099	0.0	0.000643505421535
2.104157399968244	1.010092	0.0	0.000346501890172
2.206815399986226	1.010066	0.0	0.001287028044345
2.295910399989225	1.010051	0.0	0.000742531249422
2.3852410999825224	1.010031	0.0	0.000990058819401
2.4803532999940217	1.010047	0.0	0.000792048623866
2.570690599968657	1.010035	0.0	0.000594035291632
2.6595051999902353	1.010008	0.0	0.001336605210879
2.7487952999654226	1.010039	0.0	0.001534617758888
2.8498966000042856	1.010052	0.0	0.000643535365488
2.9389879999798723	1.010063	0.0	0.000544523455347
3.02745930000674	1.010077	0.0	0.000693021275751
3.123397399962414	1.010088	0.0	0.000544509978156
3.220552899991162	1.010103	0.0	0.000742504050353
3.309045400004834	1.010082	0.0	0.001039508757864
3.405629899993073	1.010097	0.0	0.000742508460889
3.4948795000091195	1.010062	0.0	0.001732536894374
3.583466899988707	1.010065	0.0	0.000148505514751
3.675201100006234	1.010068	0.0	0.000148505073675
3.767603099986445	1.0101	0.0	0.001584026675011
3.857414299971424	1.010077	0.0	0.001138514100502
3.946568999963347	1.010055	0.0	0.001089037746047
4.046968000009656	1.010043	0.0	0.00059403058663
4.136158499983139	1.010055	0.0	0.00059403058663
4.224243899981957	1.010067	0.0	0.000594023529278
4.313327899959404	1.010073	0.0	0.000297009118177
4.405693500011694	1.010043	0.0	0.001485063233991
4.4946916999761015	1.010034	0.0	0.00044552757147
4.583954099973198	1.010039	0.0	0.000247515807588
4.684421400015708	1.010072	0.0	0.001633573600667
4.773564199975226	1.010066	0.0	0.000297009412237
4.862865499977488	1.010069	0.0	0.000148504926661
4.951855599996634	1.010069	0.0	0
5.043410499987658	1.010065	0.0	0.00019800666689
5.132725899980869	1.010079	0.0	0.00069301990353
5.221938800008502	1.010043	0.0	0.001782070587812
5.317238899995573	1.010048	0.0	0.000247513602112
5.406321099959314	1.010035	0.0	0.000643537914038
5.495610499987379	1.010029	0.0	0.000297020292424
5.584581199975219	1.010051	0.0	0.001089065779571
5.676237799983937	1.010066	0.0	0.000742531249422
5.765221800014842	1.010049	0.0	0.000841536249171
5.854473899991717	1.010065	0.0	0.000792034508944
5.949684199993499	1.010029	0.0	0.001782095288631
6.038965100015048	1.010058	0.0	0.001435581734838
6.129134799994063	1.010064	0.0	0.000297011764645
6.224884099967312	1.010078	0.0	0.00069302058964
6.313913499994669	1.010098	0.0	0.00099001275136
6.402984399988782	1.010093	0.0	0.000247501350121
6.492827499983832	1.01011	0.0	0.00084149959188
6.58781799999997	1.010105	0.0	0.000247498409824
6.676951800007373	1.010085	0.0	0.000990005890542
6.766973199963104	1.010085	0.0	0
6.861532800015993	1.010099	0.0	0.000693006181624
6.950721499975771	1.010085	0.0	0.000693006181624
7.039621100004297	1.01011	0.0	0.001237504300336
7.128903399978299	1.010102	0.0	0.00039599804377
7.2205466000013985	1.010094	0.0	0.000396001180084
7.310359700000845	1.010112	0.0	0.000890998244726
7.399460399989039	1.010117	0.0	0.000247496694683
7.499750799965113	1.010088	0.0	0.001435497882632
7.588059099973179	1.010068	0.0	0.00099002255272
7.678216299973428	1.0101	0.0	0.001584026675011
7.7680694999871776	1.010078	0.0	0.001089012948362
7.859579999989364	1.010087	0.0	0.000445508163933
7.948675999999978	1.01009	0.0	0.000148501839194
8.038010099960957	1.010068	0.0	0.001089023729825
8.139047999982722	1.010069	0.0	4.95015932156967E-05
8.228898699977435	1.010065	0.0	0.00019800666689
8.318262099986896	1.010081	0.0	0.00079202196277
8.407214800012298	1.010062	0.0	0.00094052747751
8.498706199985463	1.010085	0.0	0.001138531007886
8.586918599961791	1.010074	0.0	0.000544511595374
8.67616159998579	1.01006	0.0	0.000693023334094
8.771576699975412	1.010067	0.0	0.00034651286776
8.861558899981901	1.010055	0.0	0.000594023529278
8.950956100015901	1.010064	0.0	0.000445518308582
9.040116899996065	1.010085	0.0	0.001039527282385
9.13191439997172	1.010076	0.0	0.000445509046058
9.222705299966037	1.010071	0.0	0.000247506740848
9.311558899993543	1.010069	0.0	9.90030393851647E-05
