Time [s]	x [mm]	y [mm]	Wavelength Intervall [nm]	Integrated Intensity [A.U.]
139.13722700002836	60.0	20.0	900-1100	1.0989383805068638
148.4321115000057	80.0	20.0	500-600	0.055754070553138586
148.4321115000057	80.0	20.0	600-700	0.03468463400072435
148.4321115000057	80.0	20.0	700-800	0.32141334192492
148.4321115000057	80.0	20.0	800-900	2.9526858062274037
148.4321115000057	80.0	20.0	900-1100	1.1128966219489378
160.72585580003215	100.0	20.0	500-600	0.07664475678588847
160.72585580003215	100.0	20.0	600-700	0.05012481843493378
160.72585580003215	100.0	20.0	700-800	0.31506805571804014
160.72585580003215	100.0	20.0	800-900	2.7980267328648427
160.72585580003215	100.0	20.0	900-1100	1.304577692970974
189.81151520001004	0.0	40.0	500-600	0.11947928826028023
189.81151520001004	0.0	40.0	600-700	0.07934485071562346
189.81151520001004	0.0	40.0	700-800	0.2776816221312601
189.81151520001004	0.0	40.0	800-900	1.5602503296762842
189.81151520001004	0.0	40.0	900-1100	1.3160649658316808
198.20693340001162	20.0	40.0	500-600	0.13287110802785812
198.20693340001162	20.0	40.0	600-700	0.09442139820595878
198.20693340001162	20.0	40.0	700-800	0.3239631962650309
198.20693340001162	20.0	40.0	800-900	1.8699745835231574
198.20693340001162	20.0	40.0	900-1100	1.5550523016128492
206.90293400001246	40.0	40.0	500-600	0.1225451636270618
206.90293400001246	40.0	40.0	600-700	0.08373200940580641
206.90293400001246	40.0	40.0	700-800	0.33763297729232644
206.90293400001246	40.0	40.0	800-900	2.2416028517311823
206.90293400001246	40.0	40.0	900-1100	1.5703927524643773
215.89799530000892	60.0	40.0	500-600	0.12499790617758638
215.89799530000892	60.0	40.0	600-700	0.08606969547085552
215.89799530000892	60.0	40.0	700-800	0.3439586715685763
215.89799530000892	60.0	40.0	800-900	2.30157194471639
215.89799530000892	60.0	40.0	900-1100	1.5737771840981578
227.59207350004	80.0	40.0	500-600	0.08577395983586322
227.59207350004	80.0	40.0	600-700	0.05673647280374964
227.59207350004	80.0	40.0	700-800	0.29973955975502914
227.59207350004	80.0	40.0	800-900	2.132436264453315
227.59207350004	80.0	40.0	900-1100	1.168277919928558
236.28761810000287	100.0	40.0	500-600	0.06795640906341535
236.28761810000287	100.0	40.0	600-700	0.036893144546970076
236.28761810000287	100.0	40.0	700-800	0.26003761601751163
236.28761810000287	100.0	40.0	800-900	1.961996911112996
236.28761810000287	100.0	40.0	900-1100	0.9200040945541318
259.37618250004016	0.0	60.0	500-600	0.10003167706992618
259.37618250004016	0.0	60.0	600-700	0.06928206384880935
259.37618250004016	0.0	60.0	700-800	0.2694718265341362
259.37618250004016	0.0	60.0	800-900	1.4887381677452047
259.37618250004016	0.0	60.0	900-1100	1.1294193836361792
267.7717021999997	20.0	60.0	500-600	0.10694989329786339
267.7717021999997	20.0	60.0	600-700	0.07043131948409037
267.7717021999997	20.0	60.0	700-800	0.2860825323645978
267.7717021999997	20.0	60.0	800-900	1.6249551730987786
267.7717021999997	20.0	60.0	900-1100	1.172508565496073
276.167749300017	40.0	60.0	500-600	0.05476971168854449
276.167749300017	40.0	60.0	600-700	0.03226005727641029
276.167749300017	40.0	60.0	700-800	0.24951670563236397
276.167749300017	40.0	60.0	800-900	1.719627578523129
276.167749300017	40.0	60.0	900-1100	0.7682863415770347
284.5631323000416	60.0	60.0	500-600	0.08902076959028767
284.5631323000416	60.0	60.0	600-700	0.057889838802593144
284.5631323000416	60.0	60.0	700-800	0.2754293000554027
284.5631323000416	60.0	60.0	800-900	1.862422939955707
284.5631323000416	60.0	60.0	900-1100	1.0771558854569896
292.0594013000373	80.0	60.0	500-600	0.032871325976562
292.0594013000373	80.0	60.0	600-700	0.013244181080335253
292.0594013000373	80.0	60.0	700-800	0.21734786492791722
292.0594013000373	80.0	60.0	800-900	1.6317747365099302
292.0594013000373	80.0	60.0	900-1100	0.4524557284861235
299.55550600000424	100.0	60.0	500-600	0.1348362192051209
299.55550600000424	100.0	60.0	600-700	0.09399142589239515
299.55550600000424	100.0	60.0	700-800	0.30815566255719357
299.55550600000424	100.0	60.0	800-900	1.73494585391328
299.55550600000424	100.0	60.0	900-1100	1.565313339183105
319.9455278000096	0.0	80.0	500-600	0.02429249300505678
319.9455278000096	0.0	80.0	600-700	0.011953339834640843
319.9455278000096	0.0	80.0	700-800	0.1873534664779824
319.9455278000096	0.0	80.0	800-900	1.2814248159913788
319.9455278000096	0.0	80.0	900-1100	0.36088132750616136
328.3409395000199	20.0	80.0	500-600	0.016616779453595475
328.3409395000199	20.0	80.0	600-700	0.0032617541165737515
328.3409395000199	20.0	80.0	700-800	0.19343015866822685
328.3409395000199	20.0	80.0	800-900	1.4438452676012945
328.3409395000199	20.0	80.0	900-1100	0.27140659675602125
336.43706470000325	40.0	80.0	500-600	0.10984728560575846
336.43706470000325	40.0	80.0	600-700	0.06772128629337322
336.43706470000325	40.0	80.0	700-800	0.2832605993283195
336.43706470000325	40.0	80.0	800-900	1.770037291162167
336.43706470000325	40.0	80.0	900-1100	1.2168311826329798
344.8325647000456	60.0	80.0	500-600	0.12100979321857215
344.8325647000456	60.0	80.0	600-700	0.0841538809494701
344.8325647000456	60.0	80.0	700-800	0.3140568351014875
344.8325647000456	60.0	80.0	800-900	1.9661025498076787
344.8325647000456	60.0	80.0	900-1100	1.465051287241318
355.3274195000413	80.0	80.0	500-600	0.08525579228885916
355.3274195000413	80.0	80.0	600-700	0.05901136937690007
355.3274195000413	80.0	80.0	700-800	0.270328168979264
355.3274195000413	80.0	80.0	800-900	1.647583732561362
355.3274195000413	80.0	80.0	900-1100	1.1020871831057857
363.12329330004286	100.0	80.0	500-600	0.06857578824035712
363.12329330004286	100.0	80.0	600-700	0.045013484250111806
363.12329330004286	100.0	80.0	700-800	0.24354535252752538
363.12329330004286	100.0	80.0	800-900	1.543494444684873
363.12329330004286	100.0	80.0	900-1100	0.7738627522066375
404.80244080000557	0.0	100.0	500-600	0.13915856119701575
404.80244080000557	0.0	100.0	600-700	0.09048165408199207
404.80244080000557	0.0	100.0	700-800	0.2960984964345522
404.80244080000557	0.0	100.0	800-900	1.7603740829688594
404.80244080000557	0.0	100.0	900-1100	1.540731641776551
414.09777280001435	20.0	100.0	500-600	0.10847884752074641
414.09777280001435	20.0	100.0	600-700	0.07242737368934175
414.09777280001435	20.0	100.0	700-800	0.30914785547068113
414.09777280001435	20.0	100.0	800-900	2.1606641107240283
414.09777280001435	20.0	100.0	900-1100	1.3961630134600629
422.19329980004113	40.0	100.0	500-600	0.0862530302899717
422.19329980004113	40.0	100.0	600-700	0.05928649546734699
422.19329980004113	40.0	100.0	700-800	0.29530810156873216
422.19329980004113	40.0	100.0	800-900	1.9588069367154963
422.19329980004113	40.0	100.0	900-1100	1.1495577827826529
430.5890914000338	60.0	100.0	500-600	0.0752925635798701
430.5890914000338	60.0	100.0	600-700	0.04901987148488356
430.5890914000338	60.0	100.0	700-800	0.2786284009033958
430.5890914000338	60.0	100.0	800-900	1.8148315895564742
430.5890914000338	60.0	100.0	900-1100	0.9163223692812146
439.28465129999677	80.0	100.0	500-600	0.12636913180791592
439.28465129999677	80.0	100.0	600-700	0.0893133977799684
439.28465129999677	80.0	100.0	700-800	0.3267534679173704
439.28465129999677	80.0	100.0	800-900	2.0211919881975087
439.28465129999677	80.0	100.0	900-1100	1.5666358751830445
447.980284600053	100.0	100.0	500-600	0.010742579139150657
447.980284600053	100.0	100.0	600-700	-0.0016930028749116374
447.980284600053	100.0	100.0	700-800	0.189104910746292
447.980284600053	100.0	100.0	800-900	1.5047486292812806
447.980284600053	100.0	100.0	900-1100	0.21349449094774997
